name	mechanism_of_action	target_moa	target_chembl_id	indication_efo_term	efo_id	max_phase_for_ind	action_type
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	prostate carcinoma	EFO:0001663	3	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	scleroderma	EFO:1001993	1	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	endometrial neoplasm	EFO:0004230	0	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	Hodgkins lymphoma	EFO:0000183	1	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	angioimmunoblastic T-cell lymphoma	EFO:0000255	1	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	mesothelioma	EFO:0000588	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	acute myeloid leukemia	EFO:0000222	3	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	diffuse large B-cell lymphoma	EFO:0000403	2	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	chronic kidney disease	EFO:0003884	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	polycythemia vera	EFO:0002429	2	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	mesothelioma	EFO:0000588	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	lymphoma	EFO:0000574	2	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	head and neck squamous cell carcinoma	EFO:0000181	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	Gastrointestinal stromal tumor	Orphanet:44890	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	mesothelioma	EFO:0000588	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	rhabdomyosarcoma	EFO:0002918	1	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	Pineoblastoma	EFO:1000475	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	prostate adenocarcinoma	EFO:0000673	3	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	abnormality of blood and blood-forming tissues	HP:0001871	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	small cell lung carcinoma	EFO:0000702	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	acute myeloid leukemia	EFO:0000222	3	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	lymphoid leukemia	EFO:0004289	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	idiopathic pulmonary fibrosis	EFO:0000768	1	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	Sezary's disease	EFO:1000785	1	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	diffuse large B-cell lymphoma	EFO:0000403	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	angioimmunoblastic T-cell lymphoma	EFO:0000255	1	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	cutaneous melanoma	EFO:0000389	2	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	myelodysplastic syndrome	EFO:0000198	1	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	multiple myeloma	EFO:0001378	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	squamous cell lung carcinoma	EFO:0000708	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	melanoma	EFO:0000756	2	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	hepatocellular carcinoma	EFO:0000182	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	non-small cell lung carcinoma	EFO:0003060	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	breast carcinoma	EFO:0000305	2	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	myelodysplastic syndrome	EFO:0000198	1	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	leukemia	EFO:0000565	3	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	lymphoid leukemia	EFO:0004289	2	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	polycythemia vera	EFO:0002429	2	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	idiopathic pulmonary fibrosis	EFO:0000768	1	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	hairy cell leukemia	EFO:1000956	1	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	MALT lymphoma	EFO:0000191	1	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	anaplastic large cell lymphoma	EFO:0003032	1	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	chronic myelogenous leukemia	EFO:0000339	3	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	colorectal carcinoma	EFO:1001951	1	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	non-small cell lung carcinoma	EFO:0003060	2	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	prostate carcinoma	EFO:0001663	3	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	lymphoma	EFO:0000574	2	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	small cell lung carcinoma	EFO:0000702	2	INHIBITOR
DASATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	multiple myeloma	EFO:0001378	2	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	rhabdomyosarcoma	EFO:0002918	1	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	breast neoplasm	EFO:0003869	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	lung carcinoma	EFO:0001071	2	INHIBITOR
DASATINIB	Ephrin type-A receptor 2 inhibitor	EPHA2	CHEMBL2068	endometrial neoplasm	EFO:0004230	0	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	scleroderma	EFO:1001993	1	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	myelodysplastic syndrome	EFO:0000198	1	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	chronic myelogenous leukemia	EFO:0000339	3	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	malignant pleural mesothelioma	EFO:0000770	2	INHIBITOR
DASATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	metastatic prostate cancer	EFO:0000196	3	INHIBITOR
DASATINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	hairy cell leukemia	EFO:1000956	1	INHIBITOR
SITAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	type II diabetes mellitus	EFO:0001360	4	INHIBITOR
SITAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	diabetes mellitus	EFO:0000400	1	INHIBITOR
PIMOZIDE	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	CHEMBL224	amyotrophic lateral sclerosis	EFO:0000253	2	ANTAGONIST
PIMOZIDE	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	CHEMBL224	dementia	HP:0000726	3	ANTAGONIST
PIMOZIDE	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	CHEMBL224	Tourette syndrome	EFO:0004895	2	ANTAGONIST
VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	type I diabetes mellitus	EFO:0001359	3	INHIBITOR
VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	gestational diabetes	EFO:0004593	2	INHIBITOR
VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	abnormal glucose tolerance	EFO:0002546	2	INHIBITOR
VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	type II diabetes mellitus	EFO:0001360	3	INHIBITOR
VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	prediabetes syndrome	EFO:1001121	3	INHIBITOR
VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	diabetes mellitus	EFO:0000400	4	INHIBITOR
NIMODIPINE	Mineralocorticoid receptor antagonist	NR3C2	CHEMBL1994	infertility	EFO:0000545	2	ANTAGONIST
NIMODIPINE	Mineralocorticoid receptor antagonist	NR3C2	CHEMBL1994	brain aneurysm	EFO:0003870	1	ANTAGONIST
NIMODIPINE	Mineralocorticoid receptor antagonist	NR3C2	CHEMBL1994	subarachnoid hemorrhage	EFO:0000713	3	ANTAGONIST
NIMODIPINE	Mineralocorticoid receptor antagonist	NR3C2	CHEMBL1994	cocaine dependence	EFO:0002610	2	ANTAGONIST
NIMODIPINE	Mineralocorticoid receptor antagonist	NR3C2	CHEMBL1994	stroke	EFO:0000712	2	ANTAGONIST
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	skin disease	EFO:0000701	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	reactive arthritis	EFO:0007460	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Primary systemic amyloidosis	Orphanet:314701	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	anthrax infection	EFO:0000778	1	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	pancreatic carcinoma	EFO:0002618	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	melanoma	EFO:0000756	1	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Abdominal Aortic Aneurysm	EFO:0004214	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	chronic obstructive pulmonary disease	EFO:0000341	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	osteomyelitis	EFO:0003102	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	non-small cell lung carcinoma	EFO:0003060	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	osteomyelitis	EFO:0003102	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	chronic obstructive pulmonary disease	EFO:0000341	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Tuberculosis	Orphanet:3389	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	ulcerative colitis	EFO:0000729	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	rosacea	EFO:1000760	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	melanoma	EFO:0000756	1	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	Sezary's disease	EFO:1000785	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Eye Burns	EFO:1001788	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	septicemic plague	EFO:0007481	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	atopic eczema	EFO:0000274	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	urethritis	EFO:0003878	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	diabetic foot	EFO:1001459	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	polycystic ovary syndrome	EFO:0000660	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	hemorrhage	MP:0001914	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	myocardial infarction	EFO:0000612	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	polycystic ovary syndrome	EFO:0000660	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Eye Burns	EFO:1001788	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	polyp	EFO:0000662	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Marfan syndrome	Orphanet:558	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	Pelvic Inflammatory Disease	EFO:1001388	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	colorectal adenocarcinoma	EFO:0000365	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	colorectal carcinoma	EFO:1001951	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	scrub typhus	EFO:0007480	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	skin disease	EFO:0000701	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	Marfan syndrome	Orphanet:558	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	reactive arthritis	EFO:0007460	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	periodontitis	EFO:0000649	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Cystic fibrosis	Orphanet:586	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	septicemic plague	EFO:0007481	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	skin disease	EFO:0000701	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	rosacea	EFO:1000760	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Seizures	HP:0001250	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	mansonelliasis	EFO:0007357	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	diabetic retinopathy	EFO:0003770	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	urethritis	EFO:0003878	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Chlamydia trachomatis infectious disease	EFO:0007205	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	colorectal carcinoma	EFO:1001951	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	neoplasm of mature B-cells	EFO:0000096	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Cutaneous T-cell lymphoma	EFO:0002913	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	hemorrhage	MP:0001914	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	diabetic foot	EFO:1001459	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	anthrax infection	EFO:0000778	1	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	mansonelliasis	EFO:0007357	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Alzheimers disease	EFO:0000249	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Seizures	HP:0001250	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	osteomyelitis	EFO:0003102	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Cystic fibrosis	Orphanet:586	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	diabetic retinopathy	EFO:0003770	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	polyp	EFO:0000662	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Sezary's disease	EFO:1000785	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Eye Burns	EFO:1001788	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	mycosis fungoides	EFO:1001051	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	age-related macular degeneration	EFO:0001365	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	syphilis	EFO:0007504	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Chlamydia trachomatis infectious disease	EFO:0007205	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	pain	EFO:0003843	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	dry eye syndrome	EFO:1000906	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	non-Hodgkins lymphoma	EFO:0005952	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	atopic eczema	EFO:0000274	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	mansonelliasis	EFO:0007357	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Tuberculosis	Orphanet:3389	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	osteomyelitis	EFO:0003102	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Chlamydia trachomatis infectious disease	EFO:0007205	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	scrub typhus	EFO:0007480	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	diabetic retinopathy	EFO:0003770	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	osteoarthritis	EFO:0002506	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Pelvic Inflammatory Disease	EFO:1001388	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	pain	EFO:0003843	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Graves ophthalmopathy	EFO:1001466	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Marfan syndrome	Orphanet:558	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	neoplasm of mature B-cells	EFO:0000096	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Chlamydia trachomatis infectious disease	EFO:0007205	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	Alzheimers disease	EFO:0000249	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	non-Hodgkins lymphoma	EFO:0005952	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	polyp	EFO:0000662	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Seizures	HP:0001250	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	Graves ophthalmopathy	EFO:1001466	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	chronic obstructive pulmonary disease	EFO:0000341	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	colorectal adenocarcinoma	EFO:0000365	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Cutaneous T-cell lymphoma	EFO:0002913	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Borrelia infectious disease	EFO:1000842	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	colorectal adenocarcinoma	EFO:0000365	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	ulcerative colitis	EFO:0000729	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Crohn's disease	EFO:0000384	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Primary systemic amyloidosis	Orphanet:314701	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	ulcerative colitis	EFO:0000729	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	hemorrhage	MP:0001914	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	reactive arthritis	EFO:0007460	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	dry eye syndrome	EFO:1000906	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	septicemic plague	EFO:0007481	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	pancreatic carcinoma	EFO:0002618	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	scrub typhus	EFO:0007480	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	non-small cell lung carcinoma	EFO:0003060	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	periodontitis	EFO:0000649	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	diabetic foot	EFO:1001459	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Sezary's disease	EFO:1000785	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	acne	EFO:0003894	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	Cutaneous T-cell lymphoma	EFO:0002913	0	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	skin disease	EFO:0000701	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	Pelvic Inflammatory Disease	EFO:1001388	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Crohn's disease	EFO:0000384	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	syphilis	EFO:0007504	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	acne	EFO:0003894	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	pain	EFO:0003843	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	atopic eczema	EFO:0000274	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase-1 inhibitor	MMP1	CHEMBL332	age-related macular degeneration	EFO:0001365	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	non-Hodgkins lymphoma	EFO:0005952	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	MMP8	CHEMBL4588	atopic eczema	EFO:0000274	2	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 7 inhibitor	MMP7	CHEMBL4073	scrub typhus	EFO:0007480	3	INHIBITOR
DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	MMP13	CHEMBL280	Graves ophthalmopathy	EFO:1001466	2	INHIBITOR
